sample_id,tibetan_audio,chinese_text,tibetan_text
L_M_0_10_404,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_404.wav,民主党执政后继续延续那一做法。,དམངས་གཙོ་ཏང་གིས་སྲིད་དབང་བཟུང་རྗེས་བྱེད་ཐབས་དེ་མུ་མཐུད་དུ་རྒྱུན་བསྐྱངས་པ་རེད།
L_M_0_18_117,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_117.wav,主要河流已全面进入退水期。,ཆུ་བོ་གཙོ་བོ་དག་ཕྱོགས་ཡོངས་ནས་ཆུ་འགྲིབ་པའི་དུས་རིམ་ལ་ཐོན།
m25-La28_312,./TCST/wav/U-Tsang/m25-La28/m25-La28_312.wav,时间快到了。,དུས་ཚོད་སླེབས་འགྲོའོ་འདུག།
L_M_0_13_350,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_350.wav,一是市场准入要慎重。,གཅིག་ནས་ཚོང་རར་ཞུགས་སུ་འཇུག་སྐབས་གཟབ་ནན་བྱེད་དགོས་པ་དང་།
L_F_0_05_067,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_067.wav,适应群众基本住房需求。,མང་ཚོགས་ཀྱི་གཞི་རྩའི་སྡོད་ཁང་གི་དགོས་མཁོར་འཚམ་པར་བྱེད་དགོས་ཞེས་ནན་གྱིས་བསྟན།
maqufa-110,./TCST/wav/Amdo/maqufa/maqufa_110.wav,在推动中华优秀文化创造性变革、创造性发展的过程中，,ཀྲུང་ཧྭ་ཕུལ་བྱུང་རིག་གནས་གསར་གཏོད་རང་བཞིན་གྱི་བཅོས་སྒྱུར་དང་གསར་སྐྲུན་རང་བཞིན་གྱི་འཕེལ་རྒྱས་ལ་སྐུལ་འདེད་གཏོང་བའི་བརྒྱུད་རིམ་ཁྲོད། 
m20-La40_210,./TCST/wav/U-Tsang/m20-La40/m20-La40_210.wav,特别是对集体服务落后、个人负担不起的，,ལྷག་པར་དུ་ཐུན་མོང་གི་ཞབས་ཕྱི་རྗེས་ལུས་ཡིན་ལ་མི་སྒེར་གྱིས་འགྲོ་གྲོན་གཏོང་མི་ཐུབ་པའི་
L_M_0_18_199,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_199.wav,昌都地区农产品批发市场和碘盐批发中心,ཆབ་མདོ་ས་ཁུལ་ཞིང་ལས་ཐོན་རྫས་སྡེབ་ཚོང་ཁྲོམ་ར་དང་ཏན་ཚྭ་སྡེབ་ཚོང་ལྟེ་གནས།
f58-La68_245,./TCST/wav/U-Tsang/f58-La68/f58-La68_245.wav,但是如果对于物种的稀少并不感到惊奇。,ཡིན་ནའང་གལ་ཏེ་སྐྱེ་དངོས་རིགས་དཀོན་པོར་གྱུར་པ་ལ་ཡ་མཚན་ཅི་ཡང་མི་སྐྱེ་བར།
f6-La11_183,./TCST/wav/U-Tsang/f6-La11/f6-La11_183.wav,考试也是检验学习情况和教学效果的重要手段。,རྒྱུགས་ལེན་པ་དེའང་སློབ་སྦྱོང་བྱེད་ཚུལ་དང་སློབ་ཁྲིད་ཀྱི་ཕན་འབྲས་ལ་ཞིབ་བཤེར་བྱེད་པའི་ཐབས་ཤེས་གལ་ཆེན་ཞིག་རེད།
L_F_0_02_022,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_022.wav,根据雪顿节办公室志愿服务的实际情况，,ཞོ་སྟོན་གཞུང་སྒྲུབ་ཁང་གི་དང་བླངས་ཞབས་ཞུའི་དངོས་ཡོད་གནས་ཚུལ་ལ་གཞིགས་ན།
L_M_0_20_341,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_341.wav,以旅游业为主业开展信贷经营，,གནས་སྐོར་ལས་རིགས་དེ་ལས་རིགས་གཙོར་བཟུང་ནས་ཡིད་རྟོན་དངུལ་བུན་ཚོང་གཉེར་དང་།
L_F_0_05_041,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_041.wav,任务和使命形成的坚实边界；,ལས་འགན་དང་འགན་འཁྲི་ལས་གྲུབ་པའི་མཐའ་མཚམས་སྲ་ཞིང་བརྟན་པ་ཞིག་ཡོད་པ།
L_M_0_20_353,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_353.wav,陈至立在福建省委书记宋春兰等陪同下，,ཁྲིན་ཀྲི་ལི་ཧྥུའུ་ཅན་ཞིང་ཆེན་གྱི་ཏང་ཨུའི་ཧྲུའུ་ཅི་སུང་ཁྲོན་ལན་སོགས་ཀྱི་འགྲོ་རོགས་འོག
L_M_0_20_011,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_011.wav,油井开采资源能力方面达到世界先进水平。,སྣུམ་ཁྲོན་བརྐོ་བའི་ཐོན་ཁུངས་ནུས་པའི་ཐད་འཛམ་གླིང་གི་སྔོན་ཐོན་ཆུ་ཚད་དུ་སླེབས་ཡོད།
bodwz-082,./TCST/wav/U-Tsang/bodwz/bodwz_082.wav,学校是不是很大,སློབ་གྲྭ་ཆེན་པོ་ཞེ་པོ་ཡོད་རེད་པས།
maqufa-077,./TCST/wav/Amdo/maqufa/maqufa_077.wav,党的建设等各项事业都要毫不动摇地同这些重点紧密结合起来。,ཏང་འཛུགས་སྐྱོང་སོགས་ཀྱི་བྱ་གཞག་ཐམས་ཅད་གཙོ་གནད་འདི་དག་དང་གཡོ་གཟུར་མེད་པར་དམ་དུ་འབྲེལ་དགོས།
cuoxiang-004,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_004.wav,心性也是最高傲的。,སྣང་བ་ཡང་ཧ་ཅང་མཐོ།
f6-La11_54,./TCST/wav/U-Tsang/f6-La11/f6-La11_54.wav,严格审查、调整各类规划的用地规模和标准，,འཆར་འགོད་སྣ་ཚོགས་ནང་འཁོད་ས་ཞིང་སྤྱོད་རྒྱ་དང་ཚད་གཞིར་ཞིབ་བཤེར་དང་ལེགས་སྒྲིག་ནན་པོ་བྱས།
L_M_0_18_263,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_263.wav,乌干达总统穆塞韦尼在大会开幕式上说。,ཝུ་ཀན་ཏཱའི་ཙུང་ཐུང་མུའུ་སེ་ཝེ་ནེ་ཡིས་ཚོགས་ཆེན་མགོ་རྩོམ་པའི་མཛད་སྒོའི་སྟེང་བཤད་རྒྱུར།
L_M_0_20_113,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_113.wav,宗喀巴文化艺术研究网正式上线,ཙོང་ཁ་པ་རིག་གནས་སྒྱུ་རྩལ་ཞིབ་འཇུག་དྲ་བ་དངོས་སུ་དྲ་སྒོ་ཕྱེ་བ།
m20-La40_325,./TCST/wav/U-Tsang/m20-La40/m20-La40_325.wav,我不明白他的母语是什么。,ཁོ་རང་གི་ཕ་སྐད་དེ་གང་ཡིན་ངའི་ཧ་གོ་མ་སོང་།
f71-La16_43,./TCST/wav/U-Tsang/f71-La16/f71-La16_43.wav,第三，要坚持“二为”方向和“双百”方针。,གསུམ་པ།“གཉིས་ལ་ཞབས་འདེགས་ཞུ་བའི་”ཁ་ཕྱོགས་དང་“མཉམ་བཞད་འགྲན་གླེང་”གི་བྱེད་ཕྱོགས་རྒྱུན་འཁྱོངས་བྱ་དགོས།
L_F_0_10_004,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_004.wav,支持政法工作和政法队伍建设。,སྲིད་ཁྲིམས་བྱ་བ་དང་སྲིད་ཁྲིམས་དཔུང་སྡེའི་འཛུགས་སྐྲུན་ལ་རྒྱབ་སྐྱོར་བྱེད་དགོས་པའི་ཐུགས་རེ་བཏོན།
L_F_0_05_174,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_174.wav,以高标准、严要求，,འབྲེལ་ཡོད་སྡེ་ཁག་བཅས་ཚད་གཞི་མཐོན་པོ་དང་རེ་བ་ནན་མོར་བརྟེན་ནས།
f6-La11_132,./TCST/wav/U-Tsang/f6-La11/f6-La11_132.wav,外国宗教反动分子的倒行逆施的机会消失了，,ཕྱི་རྒྱལ་ཆོས་ལུགས་ལོག་སྤྱོད་པའི་བསམ་སྦྱོར་ངན་པ་སྤེལ་བའི་གོ་སྐབས་མེད་པར་གྱུར་བ་དང་།
L_M_0_13_203,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_203.wav,维西县开展全民健身舞蹈比赛。,འབའ་ལུང་རྫོང་གིས་དམངས་ཡོངས་ཀྱི་ལུས་སྦྱོང་ཞབས་བྲོ་འགྲན་བསྡུར་སྤེལ་བ།
f6-La11_47,./TCST/wav/U-Tsang/f6-La11/f6-La11_47.wav,为实现中华民族伟大复兴开创了正确道路。,ཀྲུང་ཧྭ་མི་རིགས་ཀྱི་བསྐྱར་དར་རླབས་པོ་ཆེ་མངོན་འགྱུར་ཡོང་ཆེད་ཡང་དག་པའི་ལམ་བུ་གསར་སྐྲུན་བྱས་ཡོད།
m20-La40_104,./TCST/wav/U-Tsang/m20-La40/m20-La40_104.wav,干扰肝细胞的正常代谢过程。,མཆིན་པའི་ཕྲ་ཕུང་གི་རྒྱུན་ལྡན་རྙིང་ཚབ་གསར་བྱེད་ཀྱི་བརྒྱུད་རིམ་ལ་འགལ་རྐྱེན་བཟོ་པ་དང་།
L_M_0_06_220,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_220.wav,经迪庆州军分区批准,བདེ་ཆེན་ཁུལ་ཡན་ལག་དམག་ཁུལ་ལ་ཡར་ཞུ་ཞུས་ཏེ་ཆོག་མཆན་བཀོད་པ་བརྒྱུད།
m25-La28_123,./TCST/wav/U-Tsang/m25-La28/m25-La28_123.wav,那是党和政府义不容辞的责任。,དེ་ནི་ཏང་དང་སྲིད་གཞུང་གི་འདོར་ཐབས་མེད་པའི་འགན་འཁྲི་ཡིན།
L_F_0_02_049,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_049.wav,记者日前从中国科协了解到，,གསར་འགོད་པས་ཉེ་སྔོན་ཀྲུང་གོ་ཚན་རིག་མཐུན་ཚོགས་ནས་རྒྱུས་ལོན་བྱུང་བའི་གནས་ཚུལ་ལྟར་ན།
L_M_0_13_263,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_263.wav,雪顿节哲蚌寺的大衣戏和藏戏,ཞོ་སྟོན་སྐབས་ཀྱི་འབྲས་སྤུངས་དགོན་པའི་གོས་སྐུ་ཆེན་མོ་དང་ཟློས་གར།
maqufc-068,./TCST/wav/Amdo/maqufc/maqufc_068.wav,既要推进绿色化升级改造，,ལྗང་མདོག་ཅན་དུ་རིམ་སྤོར་བསྒྱུར་བཀོད་གཏོང་དགོས་ལ།
L_F_0_05_180,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_180.wav,刮大风时，应将房门、窗户关上；,བྱེ་རླུང་ཆེན་པོ་གཡུག་སྐབས་ཁང་བའི་སྒོ་དང་སྒེའུ་ཁུང་རྒྱག་དགོས་པ་དང་།
L_F_0_05_194,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_194.wav,即将启程的魔堆多吉同学说：这次，党和国家，,ལམ་ལ་ཆས་གྲབས་ཡོད་པའི་སློབ་གྲོགས་བདུད་འདུལ་རྡོ་རྗེས་བཤད་རྒྱུར།ད་ཐེངས་ཏང་དང་རྒྱལ་ཁབ།
L_M_0_06_168,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_168.wav,是对中国特色社会主义理论的发展，,ཀྲུང་གོའི་ཁྱད་ཆོས་ལྡན་པའི་སྤྱི་ཚོགས་རིང་ལུགས་རིགས་གཞུང་གི་འཕེལ་རྒྱས་ཡིན་པར་མ་ཟད།
L_M_0_20_132,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_132.wav,近期地震究竟有没有增加呢？,ཉེ་བའི་དུས་སུ་ས་ཡོམ་དོན་དངོས་སུ་ཇེ་མང་དུ་སོང་ཡོད་དམ་མེད་ཅེ་ན།
maqufb-005,./TCST/wav/Amdo/maqufb/maqufb_005.wav,在向公正体制推进的共同努力中推动人类社会走向现代化。,སྒྲིག་སྲོལ་དྲང་གཞག་གི་ཕྱོགས་སུ་སྐུལ་འདེད་གཏོང་བའི་ཐུན་མོང་འབད་བརྩོན་ཁྲོད་མིའི་རིགས་ཀྱི་སྤྱི་ཚོགས་དེང་རབས་ཅན་དུ་བསྐྱོད་པར་སྐུལ་འདེད་གཏོང་དགོས།
L_F_0_13_114,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_114.wav,爆炸事件造成至少两名平民死亡。,འགས་གཏོར་དོན་རྐྱེན་ལས་ཉུང་མཐར་ཡང་མི་སེར་དཀྱུས་མ་གཉིས་ཚེ་ལས་འདས།
L_M_0_18_053,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_053.wav,对农牧区劳动力进行有针对性的政策咨询。,རོང་འབྲོག་ཁུལ་གྱི་ངལ་རྩོལ་ནུས་ཤུགས་ལ་དམིགས་གཏད་རང་བཞིན་གྱིས་སྲིད་ཇུས་གྲོས་འདྲི་དང་།
L_M_0_20_195,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_195.wav,为使奥什等地的社会秩序早日恢复正常。,ཨོ་ཧྲི་སོགས་ས་ཁུལ་གྱི་སྤྱི་ཚོགས་སྒྲིག་ལམ་སྔ་མོ་ནས་རྒྱུན་ལྡན་དུ་འགྱུར་ཆེད།
L_M_0_20_368,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_368.wav,多米尼克两名国家商人在那里被枪击受伤。,ཏོ་མུས་ནི་ཀ་རྒྱལ་ཁབ་ཀྱི་ཚོང་བ་གཉིས་ལ་ས་དེ་ནས་མེ་མདས་བརྒྱབ་ཏེ་རྨས་ཡོད།
L_F_0_13_080,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_080.wav,建造防风固沙方面的森林一千三百多公顷。,རླུང་འགོག་བྱེ་འཇགས་ཕྱོགས་ཀྱི་ནགས་ཚལ་ཀུང་ཆིན་སྟོང་གཅིག་དང་སུམ་བརྒྱ་ལྷག་བསྐྲུན།
L_M_0_13_158,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_158.wav,从各地来的仙女们依次献出。,ཡུལ་ལུང་ཁག་ནས་ཕེབས་པའི་ལྷ་མོ་བ་རྣམས་ཀྱིས་རིམ་པས་གཟིགས་ཕུད་འབུལ་གྱི་ཡོད།
maqufb-012,./TCST/wav/Amdo/maqufb/maqufb_012.wav,习近平2021年3月15日在中央财经委第九次会议上指出,ཞི་ཅིན་ཕིང་གིས་2021་ལོའི་ཟླ་3་ཚེས་15་ཉིན་ཀྲུང་དབྱང་ནོར་དཔལ་ཨུ་ཡོན་ལྷན་ཁང་གི་གྲོས་ཚོགས་ཐེངས་དགུ་པའི་ཐོག་གསུངས།
bodwz-085,./TCST/wav/U-Tsang/bodwz/bodwz_085.wav,坐汽车很快就能到,མོ་ཊ་བསྡད་ན་ལམ་སེང་འབྱོར་གི་རེད།
f58-La68_19,./TCST/wav/U-Tsang/f58-La68/f58-La68_19.wav,建设工程合同应当采用书面形式。,འཛུགས་སྐྲུན་ལས་གྲྭའི་སྐོར་གྱི་གན་རྒྱ་ནི་ཡིག་ཐོག་འཇོག་སྟངས་ཐོག་ནས་འཇོག་དགོས།
L_M_0_06_103,./TCST/wav/U-Tsang/L_M_0_06/L_M_0_06_103.wav,孙启民同志的遗体在北京火化。,བློ་མཐུན་སུན་ཆི་མིན་གྱི་བེམ་པོ་པེ་ཅིན་ནས་སྦྱིན་སྲེག་བྱས་པ།
L_F_0_10_119,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_119.wav,召开中央政法委员会第十次全体会议，,ཀྲུང་དབྱང་སྲིད་ཁྲིམས་ཨུ་ཡོན་ལྷན་ཁང་གི་ཚང་འཛོམས་གྲོས་ཚོགས་ཐེངས་བཅུ་བ་བསྡུས་པ།
bodad-094,./TCST/wav/Amdo/bodad/bodad_094.wav,成都的夏天特别热,ཁྲིན་ཏུའི་དབྱར་ཁ་ད་ཞེ་གི་སྔོས་གི་ཡ།
L_F_0_13_040,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_040.wav,向受表彰的翻译专家颁发了荣誉证书。,གཟེངས་བསྟོད་ཐོབ་པའི་ཡིག་སྒྱུར་ཆེད་མཁས་པ་རྣམས་ལ་གཟི་བརྗིད་དཔང་རྟགས་གནང་བ་རེད།
f58-La68_108,./TCST/wav/U-Tsang/f58-La68/f58-La68_108.wav,认定活佛转世应当具备下列条件：,བླ་སྤྲུལ་གྱི་ཡང་སྲིད་ངོས་འཛིན་བྱེད་པར་འཛོམས་དགོས་པའི་ཆ་རྐྱེན་ཁག་གཤམ་གསལ།
f6-La11_48,./TCST/wav/U-Tsang/f6-La11/f6-La11_48.wav,那是我们党始终立于不败之地的根本保证。,དེ་ནི་ང་ཚོའི་ཏང་ཐོག་མཐའ་བར་གསུམ་དུ་མི་ཕམ་པའི་གནས་སུ་སྡོད་ཐུབ་པའི་འགན་ལེན་ཡིན།
L_M_0_13_005,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_005.wav,潘基文将再次访问海地。,ཕན་ཅི་བུན་གྱིས་ཡང་བསྐྱར་ཧེ་ཐི་རྒྱལ་ཁབ་ལ་འཚམས་འདྲི་བྱེད་རྒྱུ་ཡིན་པ།
L_F_0_05_314,./TCST/wav/U-Tsang/L_F_0_05/L_F_0_05_314.wav,开展多种形式的农牧民实用技术培训。,རྣམ་པ་སྣ་མང་ཅན་གྱི་རོང་འབྲོག་དམངས་ཀྱི་དངོས་བཀོལ་ལག་རྩལ་ཟབ་སྦྱོང་བྱ་བ་སྤེལ།
m25-La28_44,./TCST/wav/U-Tsang/m25-La28/m25-La28_44.wav,只有那样，它才能具有强大的生命力和光明的前途。,དེ་ལྟར་བྱས་ན་དེ་ལ་གཞི་ནས་སྐྱེ་སྟོབས་ཆེན་པོ་དང་འོད་སྟོང་འབར་བའི་མདུན་ལམ་ལྡན་ངེས་ཡིན།
m20-La40_76,./TCST/wav/U-Tsang/m20-La40/m20-La40_76.wav,第二，关于淡水生物的广泛分布（下章讨论）；,གཉིས་པ་ཚྭ་མེད་ཆུའི་སྐྱེ་དངོས་ཀྱི་རྒྱ་ཆེ་བའི་ཁྱབ་སྟངས（ལེའུ་འོག་མར་གླེང་མོལ་བགྱི་རྒྱུ）ཀྱི་སྐོར་དང་།
bodad-056,./TCST/wav/Amdo/bodad/bodad_056.wav,明天的会议说是要全部到齐,ནངས་ཀ་གི་ཚོགས་འདུར་ཚང་མ་ཐོན་དགོས་ཟེར་གོ་གི
m20-La40_312,./TCST/wav/U-Tsang/m20-La40/m20-La40_312.wav,你在吃什么？,རང་ག་རེ་བཟའ་ཉིད་འགྲོ་གི་འདུག།
L_F_0_13_217,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_217.wav,玛曲县生态县建设取得成效,རྨ་ཆུ་རྫོང་གི་སྐྱེ་ཁམས་རྫོང་འཛུགས་སྐྲུན་ལ་ཕན་འབྲས་ཐོབ་པ།
L_M_0_20_173,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_173.wav,迄今为止，韩方没有就此事发表任何看法。,ད་ལྟའི་བར་ཧན་གོ་ཕྱོགས་ཀྱིས་དོན་དེའི་ཐད་ནས་ལྟ་ཚུལ་ཅི་ཡང་བསྒྲགས་མེད།
maqufc-125,./TCST/wav/Amdo/maqufc/maqufc_125.wav,习近平总书记2022年3月30日在义务植树活动上指出，,སྤྱི་ཁྱབ་ཧྲུའུ་ཅི་ཞི་ཅིན་ཕིང་གིས་༢༠༢༢ལོའི་ཟླ་༣པའི་ཚེས་༣༠ཉིན་འོས་འགན་སྡོང་འཛུགས་ཀྱི་བྱེད་སྒོའི་ཐོག་ནས་གསུངས།
L_F_0_02_308,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_308.wav,平静的生活中，新生活的希望正在慢慢萌发。,ལྷིང་འཇགས་ཀྱི་འཚོ་བའི་ཁྲོད་འཚོ་བ་གསར་བའི་རེ་བའི་མྱུ་གུ་དལ་གྱིས་འབུས་བཞིན་ཡོད།
cuoxiang-146,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_146.wav,七点吃饭，,ཆུ་ཚོད་བདུན་པར་ཁ་ལག་གཏོང་གི་རེད།
f58-La68_297,./TCST/wav/U-Tsang/f58-La68/f58-La68_297.wav,在花园里，成群的蜜蜂跳来跳去，叮当作响。,སྐྱེད་མོས་ཚལ་དུ་གསེར་སྦྲང་གཡུ་སྦྲང་མང་པོ་ལྡིང་འཁོར་གྱིས་སྒྲ་སྙན་དིར་དིར་སྒྲོག་པ།
cuoxiang-075,./TCST/wav/U-Tsang/cuoxiang/cuoxiang_075.wav,这不是我的，是班觉的，你和他说一声。,འདི་ངའི་མ་རེད།   དཔལ་འབྱོར་ལགས་ཀྱི་རེད།   ཁོང་ལ་ལབ་དང་།
L_M_0_20_293,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_293.wav,文成公主的庙也叫千姿百态的庙。,རྒྱ་བཟའ་ཀོང་ཇོའི་ལྷ་ཁང་ལ་རྣམ་པ་སྣང་མཛད་ཀྱི་ལྷ་ཁང་ཞེས་ཀྱང་འབོད་ལ།
f21-La41_326,./TCST/wav/U-Tsang/f21-La41/f21-La41_326.wav,这里好多人都是坐黑车的。,འདི་ན་མི་མང་པོ་ཞིག་རླངས་འཁོར་བསླ་བྱེད་མེད་པ་བསྡད་འདུག།
m20-La40_357,./TCST/wav/U-Tsang/m20-La40/m20-La40_357.wav,我最小,ང་ཆུང་ཤོས་རེད།
L_M_0_10_076,./TCST/wav/U-Tsang/L_M_0_10/L_M_0_10_076.wav,平静的生活中，新生活的希望正在悄然萌发。,ལྷིང་འཇགས་ཀྱི་འཚོ་བའི་ཁྲོད་འཚོ་བ་གསར་བའི་རེ་བའི་མྱུ་གུ་དལ་གྱིས་འབུས་བཞིན་ཡོད།
L_F_0_02_232,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_232.wav,灿灿姐姐发行专辑“遇见你”。,ཨ་ཅག་ཚན་སྡེ་ཡིས་ཆེད་བསྒྲིགས་འོད་སྡེརཁྱེད་དང་འཕྲད་པའགྲེམ་སྤེལ་བྱས་པ།
m20-La40_295,./TCST/wav/U-Tsang/m20-La40/m20-La40_295.wav,再没有分出任何新的分枝，,དེ་ནས་ཡལ་ག་གསར་པ་གང་དང་གང་ཡང་ལོགས་སུ་གར་མེད་ཅིང་།
L_F_0_10_393,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_393.wav,老师好，她希望你好好治疗身体。,དགེ་རྒན་བདེ་མོ་རེད་ཁོ་མོས་ཁྱོད་ཀྱིས་ལུས་ཕུང་ལ་གསོ་བཅོས་ལེགས་པོ་བྱས་ཏེ།
L_F_0_13_328,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_328.wav,拉萨市的区域优势和产业优势,ལྷ་ས་གྲོང་ཁྱེར་གྱི་ས་ཁོངས་ཀྱི་ཁྱད་འཕགས་ལྡན་པ་དང་ཐོན་ལས་ཁྱད་འཕགས་ལྡན་པ།
f71-La16_282,./TCST/wav/U-Tsang/f71-La16/f71-La16_282.wav,努力为党巩固执政地位提供重要力量保证，,ཏང་གི་སྲིད་སྐྱོང་གོ་བབ་སྲ་བརྟན་ཡོང་བར་སྟོབས་ཤུགས་ཀྱི་འགན་ལེན་གལ་ཆེན་མཁོ་འདོན་བྱེད་པར་བརྩོན་པ།
L_F_0_02_320,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_320.wav,地震对首都圣地亚哥也造成了一定的破坏，,ས་འགུལ་ལས་རྒྱལ་ས་ཧྲི་ཏུས་ཡ་ཀི་ལའང་གཏོར་བརླག་ངེས་ཅན་ཐེབས་ཏེ།
L_F_0_10_084,./TCST/wav/U-Tsang/L_F_0_10/L_F_0_10_084.wav,记者日前从有关方面了解到，,གསར་འགོད་པས་ཉིན་འགའི་སྔོན་ལ་འབྲེལ་ཡོད་ཕྱོགས་ནས་ཤེས་རྟོག་བྱས་པར་གཞིགས་ན།
L_M_0_13_105,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_105.wav,新和县等分别于2004年和2005年。,ཞིན་ཧེ་རྫོང་སོགས་སོ་སོར་ཉིས་སྟོང་བཞི་ལོ་དང་ཉིས་སྟོང་ལྔ་ལོ།
f21-La41_295,./TCST/wav/U-Tsang/f21-La41/f21-La41_295.wav,祖国统一大业一定能够完成。,མེས་རྒྱལ་གཅིག་གྱུར་ཡོང་བ་བྱ་རྒྱུའི་བྱ་གཞག་ཆེན་པོ་ལེགས་འགྲུབ་བྱེད་ཐུབ་ངེས་ཡིན།
L_F_0_13_275,./TCST/wav/U-Tsang/L_F_0_13/L_F_0_13_275.wav,科威特国石油大臣萨巴赫说。,ཁི་ཝེ་ཐི་རྒྱལ་ཁབ་ཀྱི་རྡོ་སྣུམ་བློན་ཆེན་སཱ་པཱ་ཧི་ཡིས་བཤད་རྒྱུར།
maqufa-080,./TCST/wav/Amdo/maqufa/maqufa_080.wav,根据《甘南区干部基本医疗保险门诊互帮互助实施细则》，,《ཀན་ལྷོ་ཁུལ་གྱི་ལས་བྱེད་པའི་གཞི་རྩའི་སྨན་བཅོས་འགན་བཅོལ་སྒོ་བསྟེན་ཕན་ཚུན་རོགས་སྒྲུབ་ཀྱི་ལག་བསྟར་ཞིབ་སྲོལ》ལྟར། 
L_F_0_02_374,./TCST/wav/U-Tsang/L_F_0_02/L_F_0_02_374.wav,1940年被认定为第十四世达赖喇嘛。,གཅིག་སྟོང་དགུ་བརྒྱ་བཞི་བཅུ་ལོར་ཏཱ་ལའི་བླ་མ་སྐུ་ཕྲེང་བཅུ་བཞི་བར་ངོས་བཟུང་།
f71-La16_80,./TCST/wav/U-Tsang/f71-La16/f71-La16_80.wav,如果还是用老的方式、老的办法来应对，那肯定是不行的。,གལ་ཏེ་ད་དུང་བྱེད་སྟངས་དང་བྱེད་ཐབས་རྙིང་པ་སྤྱད་དེ་ཁ་གཏད་བཅལ་ན་ཡོང་ཐབས་མེད་པ་ངེས་གཏན་རེད།
m25-La28_297,./TCST/wav/U-Tsang/m25-La28/m25-La28_297.wav,新形成的变种在各属边界上进行杂交。,གསར་ཏུ་གྲུབ་པའི་རྒྱུད་འགྱུར་དག་གིས་ཁོངས་སོ་སོའི་མཐའ་མཚམས་སུ་རྒྱུད་གཉིས་སྡེབ་སྦྱོར་བྱེད་པ་ཡིན།
L_M_0_20_321,./TCST/wav/U-Tsang/L_M_0_20/L_M_0_20_321.wav,青海妇女儿童发展规划工作启动,མཚོ་སྔོན་གྱི་བུད་མེད་དང་བྱིས་པའི་འཕེལ་རྒྱས་འཆར་གཞི་འགོད་པའི་བྱ་བ་འགོ་ཚུགས་པ།
maqufc-073,./TCST/wav/Amdo/maqufc/maqufc_073.wav,加快建设符合安全性要求的现代化产业体系，,བདེ་འཇགས་རང་བཞིན་གྱི་བླང་བྱ་དང་མཐུན་པའི་དེང་རབས་ཅན་གྱི་ཐོན་ལས་མ་ལག་མགྱོགས་མྱུར་ངང་འཛུགས་སྐྲུན་བྱས་ཏེ།
L_M_0_13_392,./TCST/wav/U-Tsang/L_M_0_13/L_M_0_13_392.wav,其中群众自己投资四千二百万元,དེའི་ནང་དུ་མང་ཚོགས་རང་གིས་མ་དངུལ་སྒོར་མོ་བྱེ་བ་བཞི་དང་ས་ཡ་གཉིས་བཏང་པས།
L_M_0_18_232,./TCST/wav/U-Tsang/L_M_0_18/L_M_0_18_232.wav,造就了一批善于经商的农村基层干部，,ཚོང་གཉེར་མཁས་པའི་རོང་འབྲོག་སྡེའི་གཞི་རིམ་ལས་བྱེད་པ་སྐོར་ཞིག་སྐྱེད་བསྲིང་བྱས་པས།
